stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5
234,September - M091997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,24.1,108.6,NA,199,NA,NA
151,September - M091997,Andhra Pradesh,Hyderabad,NA,Industrial Area,12.3,5,NA,54,NA,NA
152,September - M091997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.2,20.5,NA,111,NA,NA
150,September - M091997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.9,6.3,NA,134,NA,NA
232,October - M101997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,21,38.5,NA,441,NA,NA
233,October - M101997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.7,26.4,NA,151,NA,NA
234,October - M101997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.6,40.1,NA,256,NA,NA
151,October - M101997,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.2,10.4,NA,64,NA,NA
152,October - M101997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.4,26.7,NA,97,NA,NA
150,October - M101997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",15,11.5,NA,121,NA,NA
232,November - M111997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.6,36,NA,344,NA,NA
233,November - M111997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.2,26.9,NA,121,NA,NA
234,November - M111997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.6,36.4,NA,262,NA,NA
203,November - M111997,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20.9,39.8,NA,279,NA,NA
202,November - M111997,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,18.2,26.9,NA,77,NA,NA
95,November - M111997,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,23.6,40.9,NA,186,NA,NA
150,November - M111997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.9,14,NA,107,NA,NA
151,November - M111997,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,10.4,NA,60,NA,NA
152,November - M111997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,28.8,NA,88,NA,NA
232,December - M121997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.8,32.4,NA,379,NA,NA
233,December - M121997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.9,27.5,NA,117,NA,NA
234,December - M121997,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,27.3,33.6,NA,326,NA,NA
203,December - M121997,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.7,42.8,NA,177,NA,NA
202,December - M121997,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.1,19.1,NA,88,NA,NA
95,December - M121997,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22.6,46.9,NA,245,NA,NA
151,December - M121997,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,8.6,NA,56,NA,NA
152,December - M121997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.1,25.1,NA,90,NA,NA
150,December - M121997,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.2,11.3,NA,86,NA,NA
232,January - M011998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14,21.9,NA,211,NA,NA
233,January - M011998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.1,20.8,NA,136,NA,NA
234,January - M011998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.5,15.3,NA,169,NA,NA
203,January - M011998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22.3,39.9,NA,216,NA,NA
202,January - M011998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.8,18.3,NA,154,NA,NA
95,January - M011998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,21.3,41.5,NA,327,NA,NA
151,January - M011998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,18.7,NA,124,NA,NA
152,January - M011998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.6,31.6,NA,226,NA,NA
150,January - M011998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,25.4,NA,195,NA,NA
232,February - M021998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,20.8,NA,106,NA,NA
233,February - M021998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.2,14.8,NA,89,NA,NA
234,February - M021998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,11.1,NA,109,NA,NA
203,February - M021998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22.5,45.1,NA,174,NA,NA
202,February - M021998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.6,12.4,NA,199,NA,NA
95,February - M021998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,23,35.2,NA,424,NA,NA
151,February - M021998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,14,NA,90,NA,NA
152,February - M021998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.7,49.1,NA,176,NA,NA
150,February - M021998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,15.6,NA,144,NA,NA
232,March - M031998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.8,13.9,NA,130,NA,NA
233,March - M031998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.6,10.7,NA,89,NA,NA
234,March - M031998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,15.1,NA,122,NA,NA
203,March - M031998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20.2,37.8,NA,246,NA,NA
202,March - M031998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.2,26.1,NA,205,NA,NA
95,March - M031998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20.3,37.9,NA,292,NA,NA
151,March - M031998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,15.7,NA,85,NA,NA
152,March - M031998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,63.6,NA,159,NA,NA
150,March - M031998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.9,28.2,NA,120,NA,NA
232,April - M041998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.4,13.5,NA,137,NA,NA
233,April - M041998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,9.8,11.6,NA,76,NA,NA
234,April - M041998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.8,11.9,NA,115,NA,NA
151,April - M041998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.5,13.9,NA,86,NA,NA
152,April - M041998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.8,60.1,NA,162,NA,NA
150,April - M041998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.7,26.3,NA,150,NA,NA
232,May - M051998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16,20.8,NA,221,NA,NA
233,May - M051998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.5,19.6,NA,115,NA,NA
234,May - M051998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.6,13.6,NA,186,NA,NA
151,May - M051998,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,16.3,NA,88,NA,NA
152,May - M051998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,62.2,NA,81,NA,NA
150,May - M051998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,34.8,NA,137,NA,NA
232,June - M061998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.8,28.2,NA,238,NA,NA
233,June - M061998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.9,23.9,NA,142,NA,NA
151,June - M061998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.2,11.4,NA,101,NA,NA
152,June - M061998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9,43.8,NA,131,NA,NA
150,June - M061998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7,25.7,NA,168,NA,NA
232,July - M071998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.8,21,NA,189,NA,NA
233,July - M071998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.1,14.3,NA,82,NA,NA
234,July - M071998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.4,14.3,NA,107,NA,NA
151,July - M071998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.1,10.1,NA,122,NA,NA
152,July - M071998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.4,36.7,NA,179,NA,NA
150,July - M071998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.4,13.4,NA,177,NA,NA
151,August - M081998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.4,16.9,NA,70,NA,NA
152,August - M081998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.2,66,NA,120,NA,NA
150,August - M081998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,16.3,NA,156,NA,NA
152,September - M091998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7,47.6,NA,125,NA,NA
151,September - M091998,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.2,20.1,NA,58,NA,NA
150,September - M091998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.7,21.1,NA,150,NA,NA
95,October - M101998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.6,19.9,NA,542,NA,NA
202,October - M101998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4,18.5,NA,158,NA,NA
203,October - M101998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,6.3,19.2,NA,375,NA,NA
95,November - M111998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.1,11.9,NA,708,NA,NA
202,November - M111998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.4,29.5,NA,120,NA,NA
203,November - M111998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.4,46.5,NA,163,NA,NA
151,November - M111998,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.9,15.3,NA,71,NA,NA
152,November - M111998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",23.3,60.3,NA,174,NA,NA
150,November - M111998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13,16.6,NA,123,NA,NA
232,December - M121998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.1,24.6,NA,321,NA,NA
233,December - M121998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.7,17.7,NA,170,NA,NA
234,December - M121998,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.9,17.9,NA,161,NA,NA
95,December - M121998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.7,13.1,NA,327,NA,NA
202,December - M121998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.4,53,NA,252,NA,NA
203,December - M121998,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.2,32.4,NA,273,NA,NA
151,December - M121998,Andhra Pradesh,Hyderabad,NA,Industrial Area,10,20.4,NA,64,NA,NA
152,December - M121998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",42.3,82.4,NA,239,NA,NA
150,December - M121998,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.3,19.2,NA,149,NA,NA
202,January - M011999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.9,30.2,NA,108,NA,NA
95,January - M011999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.3,48.9,NA,345,NA,NA
203,January - M011999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.2,23.6,NA,121,NA,NA
150,January - M011999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.9,21.1,NA,173,NA,NA
151,January - M011999,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.7,21.9,NA,88,NA,NA
152,January - M011999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21,54.1,NA,276,NA,NA
232,January - M011999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.5,28.1,NA,367,NA,NA
233,January - M011999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.5,21.3,NA,152,NA,NA
234,January - M011999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.4,25.1,NA,196,NA,NA
202,February - M021999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.4,21.8,NA,129,NA,NA
95,February - M021999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.2,45,NA,411,NA,NA
203,February - M021999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13,25.3,NA,205,NA,NA
150,February - M021999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.4,12.1,NA,117,NA,NA
151,February - M021999,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.6,15.1,NA,59,NA,NA
152,February - M021999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",43.8,37.7,NA,213,NA,NA
232,February - M021999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.1,22.7,NA,322,NA,NA
233,February - M021999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13,14.9,NA,167,NA,NA
234,February - M021999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,21.4,15.6,NA,138,NA,NA
202,March - M031999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.7,39.2,NA,124,NA,NA
95,March - M031999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,23.1,20,NA,374,NA,NA
203,March - M031999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.9,44.7,NA,305,NA,NA
150,March - M031999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",18.2,24,NA,216,NA,NA
151,March - M031999,Andhra Pradesh,Hyderabad,NA,Industrial Area,14.8,16.7,NA,84,NA,NA
152,March - M031999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",17.5,37.4,NA,268,NA,NA
232,March - M031999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,20.5,17.7,NA,294,NA,NA
233,March - M031999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,20,14,NA,255,NA,NA
234,March - M031999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,10.5,NA,112,NA,NA
202,April - M041999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.2,27.5,NA,247,NA,NA
95,April - M041999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.9,49,NA,354,NA,NA
203,April - M041999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.1,25.3,NA,314,NA,NA
150,April - M041999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.3,21.6,NA,301,NA,NA
151,April - M041999,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.4,13.4,NA,144,NA,NA
152,April - M041999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.1,35.4,NA,388,NA,NA
232,April - M041999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.4,11.6,NA,205,NA,NA
233,April - M041999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.6,10.4,NA,132,NA,NA
234,April - M041999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.7,7.2,NA,110,NA,NA
202,May - M051999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.2,9.7,NA,219,NA,NA
95,May - M051999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22.5,30.5,NA,746,NA,NA
203,May - M051999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9,8.2,NA,455,NA,NA
150,May - M051999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.1,17.8,NA,199,NA,NA
151,May - M051999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.7,6.6,NA,118,NA,NA
152,May - M051999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.5,22.5,NA,199,NA,NA
232,May - M051999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,18.1,NA,248,NA,NA
233,May - M051999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.2,13.8,NA,136,NA,NA
234,May - M051999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.6,10,NA,140,NA,NA
202,June - M061999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.6,15.5,NA,165,NA,NA
95,June - M061999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22,21.7,NA,782,NA,NA
203,June - M061999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.4,23.4,NA,252,NA,NA
150,June - M061999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.4,21.3,NA,126,NA,NA
151,June - M061999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,4.7,NA,100,NA,NA
152,June - M061999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",24.7,44,NA,206,NA,NA
232,June - M061999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18,20.5,NA,250,NA,NA
233,June - M061999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.8,12.3,NA,148,NA,NA
234,June - M061999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.8,8,NA,132,NA,NA
202,July - M071999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.4,8.6,NA,131,NA,NA
95,July - M071999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19,12.7,NA,635,NA,NA
203,July - M071999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.4,11.8,NA,290,NA,NA
150,July - M071999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,26.5,NA,153,NA,NA
151,July - M071999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.8,9.3,NA,72,NA,NA
152,July - M071999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.3,22.8,NA,117,NA,NA
232,July - M071999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,23.3,17.7,NA,195,NA,NA
233,July - M071999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.4,11,NA,136,NA,NA
234,July - M071999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,27.7,10.6,NA,127,NA,NA
202,August - M081999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,10.2,NA,110,NA,NA
95,August - M081999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.1,14.9,NA,333,NA,NA
203,August - M081999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.4,36.4,NA,139,NA,NA
150,August - M081999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.8,20.2,NA,136,NA,NA
151,August - M081999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.6,8.1,NA,90,NA,NA
152,August - M081999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.2,45.2,NA,135,NA,NA
232,August - M081999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.7,17.6,NA,196,NA,NA
233,August - M081999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.2,11.5,NA,113,NA,NA
234,August - M081999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.7,8.4,NA,89,NA,NA
202,September - M091999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.9,6.2,NA,118,NA,NA
95,September - M091999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.8,6.9,NA,278,NA,NA
203,September - M091999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.3,11.7,NA,189,NA,NA
233,September - M091999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,8.8,9.2,NA,66,NA,NA
150,September - M091999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8,22.7,NA,115,NA,NA
151,September - M091999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.5,9.7,NA,79,NA,NA
152,September - M091999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",16,34.1,NA,126,NA,NA
232,September - M091999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.8,15,NA,177,NA,NA
234,September - M091999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.5,8,NA,106,NA,NA
202,October - M101999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,8.5,NA,117,NA,NA
95,October - M101999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.8,11.8,NA,324,NA,NA
203,October - M101999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.7,10.8,NA,255,NA,NA
234,October - M101999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.7,11.1,NA,71,NA,NA
233,October - M101999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.2,11.8,NA,68,NA,NA
232,October - M101999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,9.7,12.9,NA,116,NA,NA
150,October - M101999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8,7.6,NA,70,NA,NA
151,October - M101999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,4.3,NA,97,NA,NA
152,October - M101999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",16.2,30.7,NA,121,NA,NA
202,November - M111999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.2,16.1,NA,111,NA,NA
95,November - M111999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.3,22.5,NA,328,NA,NA
203,November - M111999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.1,17.4,NA,214,NA,NA
234,November - M111999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,24.6,16,NA,102,NA,NA
233,November - M111999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.2,20.8,NA,114,NA,NA
232,November - M111999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.2,23.3,NA,239,NA,NA
150,November - M111999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",15.4,12.8,NA,156,NA,NA
151,November - M111999,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.2,8.3,NA,86,NA,NA
152,November - M111999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.2,49.8,NA,194,NA,NA
202,December - M121999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.5,11.5,NA,114,NA,NA
95,December - M121999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.6,33.1,NA,347,NA,NA
203,December - M121999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.3,18.7,NA,246,NA,NA
234,December - M121999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,34,15.5,NA,105,NA,NA
233,December - M121999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.8,14.1,NA,106,NA,NA
232,December - M121999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,23.1,20.9,NA,253,NA,NA
150,December - M121999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",23.6,22.8,NA,174,NA,NA
151,December - M121999,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.1,9.1,NA,99,NA,NA
152,December - M121999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",22.9,60,NA,218,NA,NA
95,January - M012000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.7,25.1,NA,375,NA,NA
202,January - M012000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.4,37.8,NA,99,NA,NA
203,January - M012000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.7,33.7,NA,130,NA,NA
232,January - M012000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,23.1,21.6,NA,222,NA,NA
233,January - M012000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.9,24.2,NA,129,NA,NA
234,January - M012000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,37.5,15.3,NA,127,NA,NA
150,January - M012000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",22.6,14.9,NA,167,NA,NA
151,January - M012000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.6,6.1,NA,107,NA,NA
152,January - M012000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",28.7,41.5,NA,248,NA,NA
